# Feature / Sample,PRISM|7122,PRISM|7147,PRISM|7150,PRISM|7153,PRISM|7184,PRISM|7238,PRISM|7406,PRISM|7408,PRISM|7421,PRISM|7445,PRISM|7486,PRISM|7496,PRISM|7506,PRISM|7547,PRISM|7658,PRISM|7662,PRISM|7744,PRISM|7759,PRISM|7762,PRISM|7776,PRISM|7791,PRISM|7843,PRISM|7847,PRISM|7852,PRISM|7855,PRISM|7858,PRISM|7860,PRISM|7861,PRISM|7862,PRISM|7870,PRISM|7874,PRISM|7875,PRISM|7879,PRISM|7897,PRISM|7899,PRISM|7904,PRISM|7906,PRISM|7908,PRISM|7909,PRISM|7910,PRISM|7911,PRISM|7912,PRISM|7938,PRISM|7941,PRISM|7947,PRISM|7948,PRISM|7955,PRISM|7971,PRISM|7989,PRISM|8095,PRISM|8096,PRISM|8101,PRISM|8106,PRISM|8129,PRISM|8226,PRISM|8244,PRISM|8264,PRISM|8275,PRISM|8283,PRISM|8332,PRISM|8336,PRISM|8361,PRISM|8374,PRISM|8377,PRISM|8406,PRISM|8441,PRISM|8444,PRISM|8447,PRISM|8452,PRISM|8458,PRISM|8462,PRISM|8464,PRISM|8466,PRISM|8467,PRISM|8475,PRISM|8480,PRISM|8483,PRISM|8485,PRISM|8496,PRISM|8502,PRISM|8503,PRISM|8511,PRISM|8513,PRISM|8515,PRISM|8523,PRISM|8534,PRISM|8537,PRISM|8550,PRISM|8564,PRISM|8565,PRISM|8573,PRISM|8577,PRISM|8589,PRISM|8591,PRISM|8592,PRISM|8605,PRISM|8624,PRISM|8628,PRISM|8629,PRISM|8667,PRISM|8675,PRISM|8683,PRISM|8692,PRISM|8696,PRISM|8728,PRISM|8734,PRISM|8735,PRISM|8746,PRISM|8749,PRISM|8753,PRISM|8754,PRISM|8758,PRISM|8764,PRISM|8765,PRISM|8774,PRISM|8776,PRISM|8778,PRISM|8783,PRISM|8784,PRISM|8785,PRISM|8788,PRISM|8789,PRISM|8794,PRISM|8795,PRISM|8800,PRISM|8802,PRISM|8803,PRISM|8805,PRISM|8806,PRISM|8807,PRISM|8809,PRISM|8815,PRISM|8841,PRISM|8843,PRISM|8844,PRISM|8846,PRISM|8847,PRISM|8849,PRISM|8878,PRISM|8882,PRISM|8892,PRISM|8894,PRISM|8898,PRISM|8924,PRISM|8932,PRISM|8982,PRISM|8998,PRISM|9010,PRISM|9018,PRISM|9030,PRISM|9033,PRISM|9074,PRISM|9079,PRISM|9126,PRISM|9148
Alistipes_sp_AP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011031200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0020799,0.0,0.0020987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028872,0.0,0.0,0.0,0.0,0.0,0.0007303,0.0,0.0,0.0,0.0,0.0,0.0106085,0.0,0.0,0.0007312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014393600000000001,0.0,0.0062291000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_sp_HGB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031728999999999998,0.0,0.0033296999999999997,0.0,0.0,0.0,0.0,0.0,0.0081957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065536,0.0,0.0,0.0,0.0,0.0,0.0325964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_unclassified,0.0,0.0,0.07936230000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001826,0.0,0.0,0.0,0.0,0.0,0.0005664,0.0,0.0,2.11e-05,0.0018976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010647999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0010225,6.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044713,0.0,0.0,0.0,0.0,0.0505642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-06,0.0,0.0,0.0,0.0,0.0,7.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001036,0.0,0.0,4.2000000000000004e-06,0.0,0.0005652999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019195999999999998,0.0,0.0010582,0.0,0.0,0.0,0.0
Enterococcus_avium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005817999999999999,0.0,0.0,0.0,0.0,0.0,0.0035385999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0002683,0.0,0.0,0.0,0.0,0.0,0.0001406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023033000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000443,0.0,0.0,0.0,0.0,0.0013858,8.44e-05,0.0031663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12e-05,0.0001094,0.0,0.0,0.0,0.0,0.0024999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001639,0.0,0.0,0.0
Enterococcus_faecalis,0.0,0.0,0.0,0.0,1.06e-05,0.0007867999999999999,0.009320700000000001,0.0,0.0,0.0004141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59e-05,0.0,3.3e-05,1.85e-05,0.00038080000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-05,2.22e-05,0.0,0.0,0.0,0.0002631,0.0014526,0.0,0.0,0.0061896,0.0,0.0,0.0,0.0028705,0.0,0.0,0.0,0.0,1.24e-05,2.59e-05,0.0001341,0.0042274999999999995,0.0,0.0,0.0009365,0.0,0.0,0.0,0.0021085,5.3e-06,0.0,0.0,0.0,1.77e-05,5.11e-05,0.0,0.0,7.329999999999999e-05,0.0,0.0,0.0,0.0,9.2e-06,0.00016659999999999998,0.0,7.79e-05,6.7e-06,0.0,0.0,0.0,0.000512,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0003832,0.0,0.0,4.9000000000000005e-06,0.0,0.0,1.4e-06,3.1e-06,0.0,0.0,0.0,5.31e-05,0.0,0.0,0.0,0.0,0.0,0.0026745000000000002,0.0,0.0,0.0,1.3800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006257999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00023700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus_faecium,4.3700000000000005e-05,0.0,0.0,3.17e-05,2.9199999999999998e-05,0.0003449,0.0104399,0.0,1.15e-05,0.0196046,6.25e-05,0.0,0.0,0.0,5.9e-06,0.0,6.17e-05,2.62e-05,0.0,0.0001685,4.98e-05,2.72e-05,0.0,0.06824830000000001,0.0,0.0,0.0,0.0,0.0,0.0003868,0.0,0.0021296999999999996,0.0,0.000375,0.0,0.0,0.0,0.0,0.0383712,0.053666599999999995,0.0005206000000000001,0.0,0.0002065,0.0001599,0.013852799999999998,6.57e-05,0.0,0.0,4.8599999999999995e-05,0.000156,0.0,0.0,0.0013685000000000001,0.00081,2.7600000000000003e-05,0.0,0.0106115,0.0,0.0,0.0,0.251163,4.15e-05,0.0007384,0.0063777999999999994,0.0,0.0,0.0,0.0,0.0029361,0.0,5.93e-05,0.0,5.550000000000001e-05,3.77e-05,4.93e-05,0.0,7.4e-05,2.4e-05,6.91e-05,0.0,0.001271,0.0,0.0,5.539999999999999e-05,0.0004376,0.0007772,0.0,0.0276503,5.720000000000001e-05,0.0,1.49e-05,0.0,0.0,0.0007863,5.5799999999999994e-05,0.0,0.0001147,0.0001785,0.795195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019843799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006083399999999999,0.0006826,0.0,0.0,1.4300000000000002e-05,0.0,0.0,3.8799999999999994e-05,0.0,0.0,0.0,0.0011794000000000002,0.0,0.0,0.0047771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003102,0.0690702,0.0,0.0,0.0,7.2999999999999996e-06,1.91e-05,0.0008097000000000001,0.0,0.0,0.0
Lactobacillus_acidophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019773,0.0,0.0,0.0005144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000688,0.0132549,0.0,0.001083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007568,0.0,0.0,1.0800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.18e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028492700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_casei_paracasei,0.0,0.0,0.0,0.0,0.0,0.0018055999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-06,0.0001929,0.0,0.0,0.0,2.99e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001354,0.0,0.0,0.0,0.0001545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007218,0.0,2.94e-05,0.0,0.0,0.0,0.0011713,0.0,0.0,0.0,0.0,0.0,4.2000000000000004e-06,0.0,0.0,0.0,0.0,0.0,4.24e-05,2.94e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003043,0.0,0.0,0.0,5.4600000000000006e-05,0.0,0.0,0.0,0.0008728,0.0,0.0,4.4e-05,0.0,0.0,9.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0043103,0.0,0.0,0.0,0.0,0.0,0.0003011,1.85e-05,0.0010531,0.0,0.0,4.46e-05,0.0,0.0,0.0,0.0,0.0,0.0001737,0.0,0.0,0.0,0.0,0.0003113,0.0,0.0,0.0,0.0038131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020780000000000004,0.0,0.0006042,0.0,0.0009251,0.0,0.0,0.0
Lactobacillus_fermentum,0.0,8.7e-06,0.0,0.0,0.0,0.0005313,0.0,0.013353299999999999,3.53e-05,0.0022989,0.0,0.0,0.0,8.400000000000001e-06,0.0,0.0,0.0,0.0020429000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107795,0.0,0.0,0.0,0.0,0.007437699999999999,2.7600000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.014162000000000001,0.0,5.4600000000000006e-05,0.0,0.0,0.0,0.056508800000000005,0.0,0.00011630000000000001,0.0,5.9e-05,0.0,0.0,0.0,0.020016700000000002,0.0,0.00012319999999999999,0.0,0.0,0.0,0.0,0.0,0.0001118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57e-05,0.0,0.0,0.0,0.0,0.0,0.000683,0.0,0.0,0.0013072000000000001,0.0,0.0,0.00028310000000000005,2.23e-05,0.0,0.0,0.007423000000000001,0.0,0.0,0.0,0.0,0.0,0.16728099999999999,0.0018191,0.0,0.0,0.0005193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.05e-05,0.0,0.0,1.47e-05,0.0,0.0,0.0,0.0,6.790000000000001e-05,0.0,0.0,0.0,0.030625299999999998,4.29e-05,0.0,0.0,0.0,0.0,0.0,0.0027991999999999995,0.0,0.0,0.0
Lactobacillus_gasseri,8.62e-05,0.0,0.0,0.0,3.41e-05,0.0002379,0.0,0.017070699999999998,5.22e-05,0.0016039000000000001,1.5399999999999998e-05,0.0,0.0,0.0,9.6e-06,0.0,4.7799999999999996e-05,1.58e-05,0.0,0.0,5.660000000000001e-05,0.044415300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000491,0.0,0.0010661,0.0,0.0002556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232981,7.159999999999999e-05,5.2600000000000005e-05,5.739999999999999e-05,0.0,1.92e-05,4.15e-05,0.00025939999999999996,0.0,0.0,0.0,0.0,0.0088331,0.0,4.36e-05,0.0,0.0,0.0,0.62792,1.9600000000000002e-05,0.0018562000000000001,2.1e-05,0.0,0.0,0.0,0.0,0.372616,0.0,1.1599999999999999e-05,0.0,3.74e-05,7.2000000000000005e-06,0.0135745,0.0,3.63e-05,1.2e-05,4.4e-06,0.0,0.0,0.0,0.0,0.0,0.0003694,3.05e-05,0.0,1.88e-05,1.52e-05,0.0,4.2499999999999996e-05,0.0115536,0.0,0.0,8.290000000000001e-05,0.0,6.3e-05,5.3500000000000006e-05,0.0033707,0.0037553000000000005,0.0,0.00043310000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.00012570000000000002,0.0,0.0,0.0003157,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-06,0.0,0.0,0.0,0.0,0.0,8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004686,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012203100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.184936,0.0,0.0,0.0
Lactobacillus_plantarum,0.0,0.0,0.0,0.0,0.0,0.0008951,0.0,0.0,0.0,0.0008083999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027779599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036345999999999995,0.0,0.0,0.0077165,0.0,0.0,0.0,0.0,0.001161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005262,0.0,0.0,1.8000000000000001e-06,0.0,0.0,0.0,0.0,2.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006381000000000001,0.0,0.0,0.000133,0.0,0.0,0.0,0.0,0.0,0.022752500000000002,0.0,0.0,0.0,0.0,1.1e-06,0.0,6.159999999999999e-05,0.0,0.0214024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020004000000000003,0.0,0.0,0.0,0.0,0.0
Lactobacillus_rhamnosus,0.0,0.0,0.0002723,0.0,0.0,0.0018646000000000001,0.0,6.500000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008060000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049817,0.0321004,0.0,0.0,0.0,0.0,0.0,0.0026088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012647000000000001,0.0003877,0.0,0.0,0.0,0.0,0.0,0.0016773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004832,8.9e-05,0.0,0.0003434,0.0004737,0.0,0.0,0.0,0.00016340000000000001,0.0,0.0,0.0005078,0.0,0.0,7e-07,0.0020642,0.0,0.0,5.21e-05,0.0,0.0,0.0102215,3.27e-05,0.0,0.0,3.1e-06,0.0,6.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080744,0.0,0.0,0.0,0.0,0.0,0.0,0.0001356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034360000000000006,0.0,0.0,0.0002575,0.0,0.0013341,0.0,0.0077831,0.0,0.0,0.0
Lactobacillus_salivarius,0.0,0.0,0.0,0.0,0.0,0.0017739000000000001,1.7899999999999998e-05,0.012966,0.0,0.00028710000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003197,0.0,0.0,0.0,0.0,0.243763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04718819999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7999999999999994e-05,0.0,0.0,0.0,0.0,0.0,0.015552200000000002,0.0,0.0,0.0027753,0.0,0.0,0.0001902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pediococcus_acidilactici,0.0,0.0,0.0,0.0,0.0,0.0821794,0.0,0.0,8.8e-06,0.0,0.0,0.0,1.8000000000000001e-06,0.0,4.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011010999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3e-06,6.52e-05,0.0,0.027188599999999997,0.0,1.82e-05,0.0,0.0,0.0019548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027898000000000003,0.0002206,0.0001641,0.0,5.99e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033836,0.0,0.0,0.0,0.0,0.0406984,0.0,0.0,0.0,0.0,0.0,0.00020590000000000002,0.0,0.0,0.0026209,0.0,0.0,0.0,0.0,0.028778500000000002,0.0,0.0,0.0,0.0,0.0,0.0020418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3700000000000005e-05,0.0,0.0,0.0,0.108508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025513000000000003,0.0,0.00012179999999999999,0.0,0.0,0.0,0.0,0.0,4.4e-06,0.0,0.0,0.0,0.006417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014056899999999999,0.0,0.0,0.0
Pediococcus_lolii,0.0,0.0,0.0,0.0,0.0,0.10018400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160078,0.0,0.0,0.0,0.0,0.0009011000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029082900000000002,0.0001598,3.9500000000000005e-05,0.0,1.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029820999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202074,0.0,0.0,0.0,0.0,0.0,3.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000824,0.0,0.0,0.0,0.0876255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015799000000000002,0.0,0.0019375999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040982300000000006,0.0,0.0,0.0
Pediococcus_unclassified,0.0,0.0,0.0,0.0,0.0,0.0122705,0.0,2.12e-05,5.07e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49e-05,0.0,2.7399999999999995e-05,0.0,2.68e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179571,6.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029098000000000002,0.0,0.0,0.0,0.0,0.0,0.0009048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032973199999999994,6.15e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011183,0.0,0.0,0.0,0.0338625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67e-05,0.0,0.0019383,0.0,0.0,0.0,0.0,0.0,9.4e-06,3.4200000000000005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031003899999999997,0.0,0.0,0.0
Leuconostoc_citreum,0.0,0.0,0.0,0.0,0.0006969,0.0008382999999999999,0.0,0.0,0.00028930000000000004,0.0,0.000131,0.0,0.0,0.0,0.00024700000000000004,0.0,0.0,0.0008567000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12e-05,0.0,0.0007673,0.0,0.0009742,0.0037186999999999997,0.0,0.0,0.0,0.0,0.0,0.0005361000000000001,0.0,0.014204300000000001,0.0,0.0,0.0,0.0028648000000000002,0.0,0.00048550000000000004,0.0,0.0,0.0,0.0,0.0,0.08010919999999999,0.0,0.0002008,0.0,0.0,0.0,0.00038530000000000004,0.0,0.0069685,0.0,0.0017076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010735799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
